subscription_id,customer_id,plan_type,start_date,end_date,price,auto_renew
S5191831,C100209,trial,2022-11-02,2022-11-16,0,False
S1200603,C100210,annual,2024-05-11,2025-05-11,2999,True
S7720647,C100211,annual,2023-10-17,2024-10-16,2999,True
S5342289,C100212,trial,2023-06-04,2023-06-18,0,True
S8439543,C100213,trial,2023-09-16,2023-09-19,0,False
S1849559,C100214,monthly,2022-07-23,2022-08-17,299,False
S7626978,C100214,trial,2022-08-27,2022-09-10,0,True
S4139874,C100215,monthly,2022-06-06,2022-07-07,299,True
S5123584,C100215,monthly,2022-07-24,2022-08-23,299,True
S2023059,C100216,trial,2023-01-18,2023-02-01,0,True
S9821696,C100217,monthly,2024-02-20,2024-03-19,299,False
S7024901,C100218,monthly,2022-06-15,2022-07-16,299,False
S6395626,C100219,monthly,2023-07-07,2023-08-06,299,True
S1491630,C100220,annual,2024-03-08,2024-10-19,2999,False
S9882399,C100221,monthly,2023-06-28,2023-07-24,299,False
S2679975,C100222,annual,2022-01-01,2023-01-01,2999,False
S1937991,C100223,trial,2023-09-06,2023-09-20,0,False
S7516648,C100224,annual,2022-11-28,2023-11-28,2999,False
S7019382,C100225,monthly,2023-05-16,2023-06-02,299,False
S3384080,C100226,trial,2022-01-20,2022-02-03,0,True
S1636925,C100227,monthly,2022-04-25,2022-05-25,299,True
S1011467,C100228,monthly,2023-01-07,2023-02-07,299,True
S3977282,C100228,monthly,2023-02-28,2023-03-31,299,True
S3478196,C100229,annual,2024-06-18,2025-06-18,2999,True
S7121835,C100230,monthly,2024-05-01,2024-05-29,299,False
S6062779,C100231,monthly,2024-04-06,2024-05-07,299,True
S9173859,C100232,monthly,2022-11-11,2022-12-09,299,True
S6986539,C100232,monthly,2023-01-19,2023-02-14,299,False
S5941179,C100233,annual,2022-09-03,2023-09-03,2999,True
S7569981,C100234,trial,2022-03-01,2022-03-10,0,False
S6338793,C100235,trial,2022-09-04,2022-09-18,0,True
S9324603,C100236,monthly,2024-06-18,2024-07-19,299,True
S3816683,C100237,monthly,2023-08-04,2023-09-01,299,False
S6632941,C100238,trial,2022-03-22,2022-03-31,0,False
S5306005,C100239,monthly,2022-03-29,2022-04-26,299,True
S7474950,C100239,trial,2022-06-15,2022-06-17,0,False
S7353742,C100240,monthly,2024-01-20,2024-02-17,299,True
S4784650,C100241,trial,2023-05-13,2023-05-20,0,False
S2756994,C100242,monthly,2024-04-15,2024-05-13,299,True
S2562037,C100243,monthly,2022-03-12,2022-03-19,299,False
S1519979,C100244,annual,2024-02-18,2025-02-17,2999,True
S3635764,C100245,annual,2023-06-30,2024-04-25,2999,False
S5450404,C100246,monthly,2024-02-24,2024-03-23,299,True
S1832744,C100246,annual,2024-05-04,2025-05-04,2999,True
S7053704,C100247,annual,2022-05-09,2023-05-09,2999,True
S9058573,C100248,monthly,2022-05-12,2022-06-11,299,False
S2374659,C100249,monthly,2023-11-07,2023-11-18,299,False
S9205682,C100249,monthly,2023-12-18,2024-01-15,299,True
S7224691,C100250,monthly,2023-05-02,2023-05-30,299,True
S8377620,C100251,annual,2023-07-17,2024-07-16,2999,True
S2622400,C100252,monthly,2022-06-19,2022-07-19,299,True
S4817030,C100253,monthly,2022-09-29,2022-10-30,299,False
S9984440,C100254,monthly,2023-06-25,2023-07-25,299,True
S4953417,C100254,annual,2023-09-06,2024-09-05,2999,True
S9423864,C100255,monthly,2024-06-12,2024-07-12,299,False
S3017994,C100256,monthly,2023-09-14,2023-10-15,299,False
S4554926,C100257,monthly,2023-03-10,2023-04-07,299,True
S8304686,C100258,trial,2022-08-05,2022-08-08,0,False
S6364506,C100259,monthly,2023-07-07,2023-07-26,299,False
S7666510,C100260,annual,2024-02-13,2025-02-12,2999,True
S1207430,C100261,monthly,2024-01-18,2024-02-17,299,False
S7953189,C100262,monthly,2023-12-08,2024-01-08,299,True
S2681144,C100263,annual,2022-07-25,2023-07-25,2999,False
S5799841,C100263,monthly,2023-09-22,2023-10-20,299,True
S7426403,C100264,trial,2024-01-01,2024-01-15,0,True
S5620682,C100265,trial,2022-11-16,2022-11-30,0,True
S1650662,C100266,trial,2023-02-13,2023-02-27,0,False
S4985919,C100266,annual,2023-03-24,2024-03-23,2999,True
S6084418,C100267,monthly,2023-11-19,2023-12-19,299,True
S4824490,C100268,monthly,2023-10-28,2023-11-27,299,False
S6383277,C100269,trial,2023-01-18,2023-02-01,0,False
S8410774,C100270,annual,2023-03-25,2024-03-24,2999,True
S9665455,C100271,annual,2023-06-14,2024-06-13,2999,True
S6219779,C100272,monthly,2023-04-08,2023-05-06,299,True
S1485669,C100273,monthly,2022-05-04,2022-06-01,299,True
S5185752,C100274,trial,2022-09-11,2022-09-25,0,False
S8788293,C100275,monthly,2022-08-19,2022-09-18,299,True
S9200480,C100276,monthly,2022-03-07,2022-04-04,299,True
S3743303,C100277,monthly,2022-12-13,2023-01-12,299,True
S5782670,C100278,trial,2022-01-22,2022-02-05,0,False
S4595669,C100279,monthly,2023-08-26,2023-09-23,299,False
S7870390,C100280,trial,2023-07-22,2023-08-05,0,True
S3905824,C100281,monthly,2022-08-24,2022-09-18,299,False
S6124763,C100281,trial,2022-10-26,2022-11-09,0,True
S7316209,C100282,annual,2023-08-26,2024-08-25,2999,True
S9734854,C100283,monthly,2022-08-14,2022-09-13,299,True
S7278533,C100284,annual,2022-01-08,2023-01-08,2999,True
S9082229,C100285,monthly,2022-03-14,2022-04-14,299,False
S5381318,C100286,monthly,2023-12-26,2024-01-25,299,False
S3515396,C100287,trial,2023-10-09,2023-10-23,0,True
S7779646,C100288,monthly,2022-03-02,2022-03-30,299,False
S5959422,C100289,monthly,2022-08-23,2022-09-20,299,False
S4186247,C100290,monthly,2022-03-11,2022-04-10,299,True
S8981512,C100291,monthly,2022-02-02,2022-03-02,299,False
S3851902,C100292,trial,2024-05-30,2024-06-13,0,True
S3146546,C100293,monthly,2022-12-05,2023-01-05,299,True
S4071377,C100294,trial,2022-03-14,2022-03-28,0,False
S6960666,C100295,trial,2023-06-11,2023-06-25,0,True
S7235796,C100296,monthly,2022-09-01,2022-10-01,299,False
S2194801,C100297,monthly,2022-10-13,2022-11-12,299,True
S7403346,C100298,trial,2023-11-17,2023-12-01,0,False
S4360419,C100299,monthly,2023-05-13,2023-06-10,299,True
S3402902,C100300,monthly,2022-08-08,2022-09-08,299,False
S3966618,C100301,monthly,2023-07-07,2023-08-04,299,True
S3828735,C100302,annual,2022-05-16,2022-10-05,2999,False
S2477088,C100303,trial,2024-01-11,2024-01-25,0,False
S9009447,C100304,monthly,2023-08-08,2023-09-08,299,True
S1236174,C100305,monthly,2023-08-14,2023-09-14,299,True
S4197346,C100305,trial,2023-11-10,2023-11-24,0,False
S6777230,C100306,trial,2023-04-30,2023-05-14,0,True
S3802133,C100307,annual,2022-09-06,2023-09-06,2999,True
S5879280,C100307,trial,2023-09-10,2023-09-24,0,True
S3244614,C100308,monthly,2024-03-14,2024-04-14,299,True
S3766286,C100309,trial,2023-04-30,2023-05-14,0,False
S3201267,C100310,monthly,2024-04-06,2024-04-16,299,False
S1626854,C100311,monthly,2023-02-21,2023-03-24,299,True
S1815153,C100312,annual,2022-07-14,2023-07-14,2999,True
S1809249,C100313,monthly,2022-04-07,2022-05-01,299,False
S5240244,C100314,trial,2022-04-10,2022-04-24,0,True
S1156104,C100314,monthly,2022-05-24,2022-06-14,299,False
S3301222,C100315,trial,2023-11-06,2023-11-13,0,False
S2975258,C100316,trial,2023-03-18,2023-03-27,0,False
S5412305,C100317,monthly,2022-12-29,2023-01-26,299,False
S7874568,C100317,trial,2023-03-20,2023-04-03,0,True
S9064202,C100318,monthly,2023-03-10,2023-04-10,299,True
S2852723,C100319,trial,2023-02-25,2023-02-28,0,False
S9584991,C100320,monthly,2023-04-24,2023-05-01,299,False
S4878226,C100321,annual,2024-06-03,2024-10-19,2999,False
S3931009,C100322,monthly,2024-01-17,2024-02-16,299,True
S8147013,C100323,monthly,2022-02-25,2022-03-27,299,False
S1769891,C100323,monthly,2022-05-13,2022-06-02,299,False
S8343630,C100324,monthly,2023-11-21,2023-12-22,299,True
S6749933,C100325,trial,2023-11-01,2023-11-15,0,True
S7471232,C100326,annual,2023-10-24,2024-10-23,2999,True
S3798082,C100326,annual,2024-12-06,2025-12-06,2999,False
S3674211,C100327,monthly,2022-04-11,2022-05-07,299,False
S8351152,C100327,monthly,2022-05-13,2022-06-12,299,True
S3192032,C100328,monthly,2022-03-04,2022-04-03,299,False
S1771287,C100329,trial,2023-02-17,2023-02-23,0,False
S9804983,C100330,trial,2024-01-16,2024-01-30,0,False
S6675742,C100331,monthly,2022-12-14,2023-01-14,299,False
S5170429,C100332,monthly,2024-03-30,2024-04-30,299,True
S1915467,C100333,monthly,2024-06-01,2024-07-02,299,True
S9318729,C100334,annual,2022-04-22,2023-02-05,2999,False
S6551494,C100335,annual,2022-09-12,2023-09-12,2999,True
S7765865,C100336,trial,2022-07-16,2022-07-30,0,False
S8517846,C100336,monthly,2022-09-20,2022-10-04,299,False
S9344540,C100337,trial,2022-07-14,2022-07-28,0,True
S1002847,C100338,annual,2023-07-04,2023-12-29,2999,False
S9528492,C100339,monthly,2023-04-05,2023-05-06,299,False
S6718584,C100339,annual,2023-06-10,2024-06-09,2999,False
S8937865,C100340,monthly,2022-05-24,2022-06-21,299,True
S4720299,C100341,monthly,2023-03-09,2023-04-09,299,True
S5898671,C100342,trial,2022-07-07,2022-07-21,0,False
S9261472,C100343,monthly,2022-10-13,2022-11-07,299,False
S5266266,C100344,trial,2023-04-19,2023-05-03,0,True
S4616991,C100345,annual,2022-09-13,2023-06-30,2999,False
S7953658,C100346,monthly,2024-06-14,2024-07-12,299,True
S8558212,C100347,annual,2022-03-19,2023-03-19,2999,True
S9368955,C100348,annual,2023-03-30,2024-03-29,2999,True
S9102253,C100349,monthly,2024-04-07,2024-05-05,299,True
S3153888,C100350,monthly,2024-06-01,2024-06-29,299,True
S7453568,C100351,monthly,2024-05-26,2024-06-26,299,True
S6752216,C100352,monthly,2023-07-18,2023-08-18,299,True
S9594877,C100353,monthly,2022-04-11,2022-04-28,299,False
S4646403,C100354,monthly,2022-02-21,2022-03-24,299,False
S3225862,C100355,monthly,2023-10-30,2023-11-30,299,True
S6408662,C100356,trial,2023-07-08,2023-07-22,0,True
S8004117,C100357,monthly,2024-05-06,2024-06-05,299,True
S5797075,C100357,trial,2024-07-18,2024-08-01,0,False
S1423996,C100358,annual,2022-01-16,2023-01-16,2999,True
S3700047,C100359,annual,2022-04-06,2023-04-06,2999,True
S5951637,C100359,monthly,2023-04-24,2023-05-25,299,False
S2719329,C100360,trial,2024-02-11,2024-02-21,0,False
S7524435,C100361,annual,2024-05-19,2025-05-19,2999,False
S1788191,C100362,trial,2022-08-31,2022-09-14,0,False
S6245463,C100363,monthly,2022-06-20,2022-07-20,299,False
S8433377,C100364,monthly,2023-02-21,2023-03-24,299,False
S7169672,C100364,annual,2023-05-16,2024-05-15,2999,False
S4246352,C100365,monthly,2023-05-13,2023-06-13,299,False
S9620919,C100366,monthly,2023-05-08,2023-06-04,299,False
S3699938,C100367,monthly,2022-08-07,2022-09-06,299,True
S3597208,C100368,annual,2024-06-04,2024-12-13,2999,False
S6052539,C100369,trial,2023-02-15,2023-03-01,0,True
S6332789,C100370,monthly,2022-03-02,2022-04-02,299,False
S9474848,C100371,trial,2022-06-18,2022-07-02,0,True
S4711087,C100372,annual,2023-01-24,2024-01-24,2999,True
S9900294,C100373,monthly,2022-01-03,2022-02-02,299,True
S1147701,C100374,trial,2023-02-04,2023-02-18,0,False
S5090740,C100375,trial,2022-09-29,2022-10-13,0,False
S2902100,C100376,trial,2024-03-13,2024-03-27,0,False
S7290752,C100377,monthly,2024-03-14,2024-04-14,299,False
S4229821,C100378,annual,2023-04-11,2024-04-10,2999,True
S9945709,C100379,monthly,2022-10-20,2022-11-13,299,False
S8117053,C100380,monthly,2023-03-10,2023-04-07,299,False
S8302077,C100381,monthly,2023-12-15,2024-01-15,299,False
S3579573,C100381,trial,2024-02-25,2024-03-10,0,True
S1910467,C100382,trial,2024-01-19,2024-02-02,0,True
S5339392,C100383,monthly,2024-03-13,2024-04-06,299,False
S7534756,C100384,monthly,2023-07-24,2023-08-24,299,True
S2060950,C100385,trial,2023-11-09,2023-11-18,0,False
S2217848,C100385,monthly,2024-01-05,2024-02-05,299,False
S6055825,C100386,annual,2024-01-06,2024-10-06,2999,False
S1517059,C100387,monthly,2023-05-14,2023-06-13,299,False
S7559766,C100387,monthly,2023-07-13,2023-08-10,299,True
S3417186,C100388,trial,2022-06-08,2022-06-22,0,False
S1187069,C100389,monthly,2022-07-14,2022-08-14,299,False
S7611593,C100390,monthly,2022-10-31,2022-11-05,299,False
S6768873,C100391,monthly,2022-08-11,2022-09-08,299,False
S3700366,C100392,trial,2022-03-01,2022-03-15,0,True
